SECTION,PROC_CDE,DESCRIPTION,ADD_DATE,ACTION_DATE,TERM_DATE,ACTION_CODE
,Q0138,"Injection, ferumoxytol, for treatment of iron deficiency anemia, 1 mg (non-esrd use)",20100101,20100101,,N
,Q0139,"Injection, ferumoxytol, for treatment of iron deficiency anemia, 1 mg (for esrd on dialysis)",20100101,20170101,,P
,Q0144,"Azithromycin dihydrate, oral, capsules/powder, 1 gram",19960701,20020701,,N
,Q0161,"Chlorpromazine hydrochloride, 5 mg, oral, fda approved prescription anti-emetic, for use as a complete therapeutic substitute for an iv anti-emetic at the time of chemotherapy treatment, not to exceed a 48 hour dosage regimen",20140101,20140101,,N
,Q0162,"Ondansetron 1 mg, oral, fda approved prescription anti-emetic, for use as a complete therapeutic substitute for an iv anti-emetic at the time of chemotherapy treatment, not to exceed a 48 hour dosage regimen",20120101,20120101,,N
,Q0163,"Diphenhydramine hydrochloride, 50 mg, oral, fda approved prescription anti-emetic, for use as a complete therapeutic substitute for an iv anti-emetic at time of chemotherapy treatment not to exceed a 48 hour dosage regimen",19980401,19980401,,N
,Q0164,"Prochlorperazine maleate, 5 mg, oral, fda approved prescription anti-emetic, for use as a complete therapeutic substitute for an iv anti-emetic at the time of chemotherapy treatment, not to exceed a 48 hour dosage regimen",19980401,19980401,,N
,Q0165,"Prochlorperazine maleate, 10  mg, oral, fda approved prescription anti-emetic, for use as a complete therapeutic substitute for an iv anti-emetic at the time of chemotherapy treatment, not to exceed a 48 hour dosage regimen",19980401,20140101,20131231,N
,Q0166,"Granisetron hydrochloride, 1 mg, oral, fda approved prescription anti-emetic, for use as a complete therapeutic substitute for an iv anti-emetic at the time of chemotherapy treatment, not to exceed a 24 hour dosage regimen",19980401,20090101,,N
,Q0167,"Dronabinol, 2.5 mg, oral, fda approved prescription anti-emetic, for use as a complete therapeutic substitute for an iv anti-emetic at the time of chemotherapy treatment, not to exceed a 48 hour dosage regimen",19980401,19980401,,N
,Q0168,"Dronabinol, 5 mg, oral, fda approved prescription anti-emetic, for use as a complete therapeutic substitute for an iv anti-emetic at the time of chemotherapy treatment, not to exceed a 48 hour dosage regimen",19980401,20140101,20131231,N
,Q0169,"Promethazine hydrochloride, 12.5 mg, oral, fda approved prescription anti-emetic, for use as a complete therapeutic substitute for an iv anti-emetic at the time of chemotherapy treatment, not to exceed a 48 hour dosage regimen",19980401,19980401,,N
,Q0170,"Promethazine hydrochloride, 25  mg, oral, fda approved prescription anti-emetic, for use as a complete therapeutic substitute for an iv anti-emetic at the time of chemotherapy treatment, not to exceed a 48 hour dosage regimen",19980401,20140101,20131231,N
,Q0171,"Chlorpromazine hydrochloride, 10  mg, oral, fda approved prescription anti-emetic, for use as a complete therapeutic substitute for an iv anti-emetic at the time of chemotherapy treatment, not to exceed a 48 hour dosage regimen",19980401,20140101,20131231,N
,Q0172,"Chlorpromazine hydrochloride, 25 mg, oral, fda approved prescription anti-emetic, for use as a complete therapeutic substitute for an iv anti-emetic at the time of chemotherapy treatment, not to exceed a 48 hour dosage regimen",19980401,20140101,20131231,N
,Q0173,"Trimethobenzamide hydrochloride, 250 mg, oral, fda approved prescription anti-emetic, for use as a complete therapeutic substitute for an iv anti-emetic at the time of chemotherapy treatment, not to exceed a 48 hour dosage regimen",19980401,19980401,,N
,Q0174,"Thiethylperazine maleate, 10 mg, oral, fda approved prescription anti-emetic, for use as a complete therapeutic substitute for an iv anti-emetic at the time of chemotherapy treatment, not to exceed a 48 hour dosage regimen",19980401,19980401,,N
,Q0175,"Perphenazine, 4 mg, oral, fda approved prescription anti-emetic, for use as a complete therapeutic substitute for an iv anti-emetic at the time of chemotherapy treatment, not to exceed a 48 hour dosage regimen",19980401,19980401,,N
,Q0176,"Perphenazine, 8mg, oral, fda approved prescription anti-emetic, for use as a complete therapeutic substitute for an iv anti-emetic at the time of chemotherapy treatment, not to exceed a 48 hour dosage regimen",19980401,20140101,20131231,N
,Q0177,"Hydroxyzine pamoate, 25 mg, oral, fda approved prescription anti-emetic, for use as a complete therapeutic substitute for an iv anti-emetic at the time of chemotherapy treatment, not to exceed a 48 hour dosage regimen",19980401,19980401,,N
,Q0178,"Hydroxyzine pamoate, 50 mg, oral, fda approved prescription anti-emetic, for use as a complete therapeutic substitute for an iv anti-emetic at the time of chemotherapy treatment, not to exceed a 48 hour dosage regimen",19980401,20140101,20131231,N
,Q0180,"Dolasetron mesylate, 100 mg, oral, fda approved prescription anti-emetic, for use as a complete therapeutic substitute for an iv anti-emetic at the time of chemotherapy treatment, not to exceed a 24 hour dosage regimen",19980401,19980401,,N
,Q0181,"Unspecified oral dosage form, fda approved prescription anti-emetic, for use as a complete therapeutic substitute for a iv anti-emetic at the time of chemotherapy treatment, not to exceed a 48 hour dosage regimen",19980401,19980401,,N
,Q0478,"Power adapter for use with electric or electric/pneumatic ventricular assist device, vehicle type",20110101,20130101,,N
,Q0479,"Power module for use with electric or electric/pneumatic ventricular assist device, replacement only",20110101,20130101,,N
,Q0480,"Driver for use with pneumatic ventricular assist device, replacement only",20051001,20130101,,N
,Q0481,"Microprocessor control unit for use with electric ventricular assist device, replacement only",20051001,20130101,,N
,Q0482,"Microprocessor control unit for use with electric/pneumatic combination ventricular assist device, replacement only",20051001,20130101,,N
,Q0483,"Monitor/display module for use with electric ventricular assist device, replacement only",20051001,20130101,,N
,Q0484,"Monitor/display module for use with electric or electric/pneumatic ventricular assist device, replacement only",20051001,20130101,,N
,Q0485,"Monitor control cable for use with electric ventricular assist device, replacement only",20051001,20130101,,N
,Q0486,"Monitor control cable for use with electric/pneumatic ventricular assist device, replacement only",20051001,20130101,,N
,Q0487,"Leads (pneumatic/electrical) for use with any type electric/pneumatic ventricular assist device, replacement only",20051001,20130101,,N
,Q0488,"Power pack base for use with electric ventricular assist device, replacement only",20051001,20130101,,N
,Q0489,"Power pack base for use with electric/pneumatic ventricular assist device, replacement only",20051001,20130101,,N
,Q0490,"Emergency power source for use with electric ventricular assist device, replacement only",20051001,20130101,,N
,Q0491,"Emergency power source for use with electric/pneumatic ventricular assist device, replacement only",20051001,20130101,,N
,Q0492,"Emergency power supply cable for use with electric ventricular assist device, replacement only",20051001,20130101,,N
,Q0493,"Emergency power supply cable for use with electric/pneumatic ventricular assist device, replacement only",20051001,20130101,,N
,Q0494,"Emergency hand pump for use with electric or electric/pneumatic ventricular assist device, replacement only",20051001,20130101,,N
,Q0495,"Battery/power pack charger for use with electric or electric/pneumatic ventricular assist device, replacement only",20051001,20130101,,N
,Q0496,"Battery, other than lithium-ion, for use with electric or electric/pneumatic ventricular assist device, replacement only",20051001,20130101,,N
,Q0497,"Battery clips for use with electric or electric/pneumatic ventricular assist device, replacement only",20051001,20130101,,N
,Q0498,"Holster for use with electric or electric/pneumatic ventricular assist device, replacement only",20051001,20130101,,N
,Q0499,"Belt/vest/bag for use to carry external peripheral components of any type ventricular assist device, replacement only",20051001,20130101,,N
,Q0500,"Filters for use with electric or electric/pneumatic ventricular assist device, replacement only",20051001,20130101,,N
,Q0501,"Shower cover for use with electric or electric/pneumatic ventricular assist device, replacement only",20051001,20130101,,N
,Q0502,"Mobility cart for pneumatic ventricular assist device, replacement only",20051001,20130101,,N
,Q0503,"Battery for pneumatic ventricular assist device, replacement only, each",20051001,20130101,,N
,Q0504,"Power adapter for pneumatic ventricular assist device, replacement only, vehicle type",20051001,20130101,,N
,Q0505,Miscellaneous supply or accessory for use with ventricular assist device,20051001,20130401,20130331,N
,Q0506,"Battery, lithium-ion, for use with electric or electric/pneumatic ventricular assist device, replacement only",20100101,20130101,,N
,Q0507,Miscellaneous supply or accessory for use with an external ventricular assist device,20130401,20130401,,N
,Q0508,Miscellaneous supply or accessory for use with an implanted ventricular assist device,20130401,20130401,,N
,Q0509,Miscellaneous supply or accessory for use with any implanted ventricular assist device for which payment was not made under medicare part a,20130401,20130401,,N
,Q0510,"Pharmacy supply fee for initial immunosuppressive drug(s), first month following transplant",20060101,20060101,,N
,Q0511,"Pharmacy supply fee for oral anti-cancer, oral anti-emetic or immunosuppressive drug(s); for the first prescription in a 30-day period",20060101,20060101,,N
,Q0512,"Pharmacy supply fee for oral anti-cancer, oral anti-emetic or immunosuppressive drug(s); for a subsequent prescription in a 30-day period",20060101,20090101,,N
,Q0513,Pharmacy dispensing fee for inhalation drug(s); per 30 days,20060101,20060101,,N
,Q0514,Pharmacy dispensing fee for inhalation drug(s); per 90 days,20060101,20060101,,N
,Q0515,"Injection, sermorelin acetate, 1 microgram",20060101,20060101,,N
,Q1004,New technology intraocular lens category 4 as defined in federal register notice,19990701,20031001,,N
,Q1005,New technology intraocular lens category 5 as defined in federal register notice,19990701,20031001,,N
,Q2004,"Irrigation solution for treatment of bladder calculi, for example renacidin, per 500 ml",20000701,20070101,,N
M16,Q2009,"Injection, fosphenytoin, 50 mg phenytoin equivalent",20000701,20100101,,N
M16,Q2017,"Injection, teniposide, 50 mg",20000701,20070101,,N
M16,Q2026,"Injection, radiesse, 0.1 ml",20100701,20100701,,N
M16,Q2027,"Injection, sculptra, 0.1 ml",20100701,20140101,20131231,N
M16,Q2028,"Injection, sculptra, 0.5 mg",20140101,20140101,,N
M2,Q2033,"Influenza vaccine, recombinant hemagglutinin antigens, for intramuscular use (flublok)",20130701,20140101,20131231,N
M2,Q2034,"Influenza virus vaccine, split virus, for intramuscular use (agriflu)",20120701,20140101,,N
M2,Q2035,"Influenza virus vaccine, split virus, when administered to individuals 3 years of age and older, for intramuscular use (afluria)",20110101,20140101,,N
M2,Q2036,"Influenza virus vaccine, split virus, when administered to individuals 3 years of age and older, for intramuscular use (flulaval)",20110101,20140101,,N
M2,Q2037,"Influenza virus vaccine, split virus, when administered to individuals 3 years of age and older, for intramuscular use (fluvirin)",20110101,20140101,,N
M2,Q2038,"Influenza virus vaccine, split virus, when administered to individuals 3 years of age and older, for intramuscular use (fluzone)",20110101,20140101,,N
M2,Q2039,"Influenza virus vaccine, not otherwise specified",20110101,20170101,,C
M1,Q2043,"Sipuleucel-t, minimum of 50 million autologous cd54+ cells activated with pap-gm-csf, including leukapheresis and all other preparatory procedures, per infusion",20110701,20110701,,N
M16,Q2049,"Injection, doxorubicin hydrochloride, liposomal, imported lipodox, 10 mg",20120701,20120701,,N
M16,Q2050,"Injection, doxorubicin hydrochloride, liposomal, not otherwise specified, 10 mg",20130701,20130701,,N
M16,Q2051,"Injection, zoledronic acid, not otherwise specified, 1mg",20130701,20140101,20131231,N
M1,Q2052,"Services, supplies and accessories used in the home under the medicare intravenous immune globulin (ivig) demonstration",20140401,20140401,,N
R6,Q3001,"Radioelements for brachytherapy, any type, each",20000701,20050101,,N
